date,factor_month,research_period,factor_cost_bps,gross_return,net_return,factor_sleeve_gross_return,factor_sleeve_net_return,equal_factor_gross_return,equal_factor_net_return,combined_unlevered_return,combined_risk_scaled_return,equal_factor_combination_return,v4_sleeve_weight,factor_sleeve_weight,combined_leverage
2015-12-31,2016-01,development,150.0,0.0550859713254536,0.0534133785162336,-0.001068545537118684,-0.0023185455371186837,0.0003666666666666673,-0.0008833333333333328,0.015080054982768529,0.030160109965537057,0.01606721727227093,0.31218374056548803,0.6878162594345119,2.0
2016-01-29,2016-02,development,0.0,-0.0295000237598895,-0.0312441227001408,0.0022464668573552032,0.0022464668573552032,0.0018333333333333326,0.0018333333333333326,-0.008208750664447373,-0.016417501328894746,-0.008492910619587093,0.31218374056548803,0.6878162594345119,2.0
2016-01-29,2016-02,development,50.0,-0.0295000237598895,-0.0312441227001408,0.0022464668573552032,0.0018298001906885365,0.0018333333333333326,0.001416666666666666,-0.008495340772545086,-0.01699068154509017,-0.008779500727684807,0.31218374056548803,0.6878162594345119,2.0
2016-01-29,2016-02,development,100.0,-0.0295000237598895,-0.0312441227001408,0.0022464668573552032,0.0014131335240218697,0.0018333333333333326,0.0009999999999999992,-0.008781930880642799,-0.017563861761285597,-0.00906609083578252,0.31218374056548803,0.6878162594345119,2.0
2016-01-29,2016-02,development,150.0,-0.0295000237598895,-0.0312441227001408,0.0022464668573552032,0.0009964668573552032,0.0018333333333333326,0.0005833333333333326,-0.009068520988740511,-0.018137041977481023,-0.009352680943880233,0.31218374056548803,0.6878162594345119,2.0
2016-02-29,2016-03,development,0.0,0.0245461557366668,0.0227032152213475,0.010716353242723424,0.010716353242723424,0.008033333333333335,0.008033333333333335,0.014458456652852515,0.02891691330570503,0.012613031934787501,0.31218374056548803,0.6878162594345119,2.0
2016-02-29,2016-03,development,50.0,0.0245461557366668,0.0227032152213475,0.010716353242723424,0.010299686576056758,0.008033333333333335,0.007616666666666668,0.014171866544754802,0.028343733089509604,0.012326441826689787,0.31218374056548803,0.6878162594345119,2.0
2016-02-29,2016-03,development,100.0,0.0245461557366668,0.0227032152213475,0.010716353242723424,0.00988301990939009,0.008033333333333335,0.0072000000000000015,0.013885276436657087,0.027770552873314175,0.012039851718592074,0.31218374056548803,0.6878162594345119,2.0
2016-02-29,2016-03,development,150.0,0.0245461557366668,0.0227032152213475,0.010716353242723424,0.009466353242723425,0.008033333333333335,0.006783333333333335,0.013598686328559376,0.027197372657118753,0.011753261610494361,0.31218374056548803,0.6878162594345119,2.0
2016-03-31,2016-04,development,0.0,-0.0233302155322666,-0.025122927494873,-0.005196138224755671,-0.005196138224755671,-0.0028499999999999997,-0.0028499999999999997,-0.01141695783656113,-0.02283391567312226,-0.009803245818693357,0.31218374056548803,0.6878162594345119,2.0
